gene,DTB-188,PR-063,PR-038,PR-058,DTB-184,DTB-021,PR-051,PR-080
CNOT8,3.0200225,6.707555999999999,8.98355399157224,3.4930697,7.488770099999999,3.3556151000000005,4.275840499999999,6.4665303138
CNOT9,2.6468567,2.279566,4.223038,2.263376,4.608967000000001,2.895823,2.968134,10.270895
CNP,0.7941376000000001,4.268925,4.7529449999999995,3.551772,4.6050241000000005,0.489131,2.3070177,2.942295
CNPPD1,0.748023,2.707252,3.9522205,1.0311787000000001,2.775891,1.0496021,2.155131,2.3979639999999995
CNPY2,11.490367909235,38.68397655,35.107126,20.861447,21.596791,9.5637977,11.428563,24.111970000000003
CNPY3,1.3656,4.52176,4.11611,1.2426916000000001,2.40766,0.9102709999999999,1.61239,2.1337099999999998
CNPY4,3.4084115,3.4907500000000002,1.1087470000000001,0.7761674000000001,0.9540183,2.038393,1.283696,3.638129
CNR1,0.0482914,0.0,0.0834303,0.1016521,0.08919569999999999,0.041194739999999994,0.2358169,0.3223658
CNST,0.798654,2.28924,3.2314049999999996,2.5067514,2.4388899,1.391497,2.9893912999999994,2.6593244
CNTLN,0.715778,3.515309,2.123409,0.9527061999999998,8.346125,2.2671393,1.5699112,2.746564
CNTN3,1.319686,0.8260780000000001,1.4587560000000002,1.669759,0.00835887,0.276447,0.7729969999999999,0.445663
CNTN4,0.022315099999999997,1.866273060791,0.05646679583,0.015181899999999998,0.017496099999999997,0.6910269,0.030642290000000003,0.13733655906000003
CNTNAP2,1.6121497,0.76427300101003,2.5511878011627296,1.01412814673877,14.325576,1.338691,1.1993030999999996,187.97907600000002
CNTRL,1.8363774000914836,2.4653486,4.1064642,1.738978005185,3.7487406662,1.525935,2.4801332000000005,4.5809061799999995
CNTROB,0.5041807502750001,1.4557609999999999,0.720341598,1.1169816000000001,1.5493311003399997,1.131676556280868,1.4358063,4.357975444
COA1,6.243361,7.560986999999999,7.080576100000001,5.398351376999999,6.975346699999999,4.13370719,5.6688268,8.4914169
COA3,3.4351199999999995,9.434861999999999,12.7343297,1.6131259999999998,7.2069600000000005,1.51073,4.627264,5.615723
COA4,11.463114000000001,24.741976909999998,15.137877999999999,9.586801999999999,6.49685,3.010435,9.562698000000001,11.749593999999998
COA5,2.1953578,5.599493000000001,5.4446514,3.4535,6.6270109999999995,1.485935,4.389979,8.85943
COA6,2.45171,3.876101,4.3855580000000005,2.542411,3.960059,1.3878045,2.715212,6.705752
COA7,0.5661470000000001,1.50901,1.3039867,0.940436,1.20401,0.392734,0.650997,1.3526356
COA8,0.886003600366531,7.389660999999999,3.5432430000000004,5.6878348800000005,2.4044812,1.40866388,3.4058928190889004,4.2720541
COASY,3.0513508,8.657025,8.6762716,1.9681160000000002,4.279120800000001,1.4202089999999998,5.585903,3.1427507505000003
COBL,1.0797842411376102,1.958795522,1.87870177,3.7396141332175996,2.603869,0.35465500000000005,0.470613646,0.9808936
COBLL1,8.257074953099998,12.8843347,18.911482520000003,13.832271799999997,42.6426599,8.565111299699998,25.461514357,35.868717200000006
COCH,0.27628,0.370925,6.306606999999999,0.8871845,0.2432447,0.592653,1.438477,0.8603205
COG1,2.536858527472,7.56408169447,6.04817,8.780059,5.621075399999999,1.4437197,6.298045699999999,8.530777
COG2,0.8778830808,2.09600529,2.92541100638506,2.5414288999999997,1.52702790032,1.711898,1.8164313,2.92426
COG3,3.0155735999999997,1.463172,3.364327,37.74825,7.78877,1.1475967999999999,3.9324169999999996,3.8067289999999994
COG4,0.8681413999999998,3.34089899,2.580158,1.724062,1.3173232000000001,0.9486330000000001,2.1870304,1.9607366000000002
COG5,2.5799266999999997,5.654546000000001,6.80846615,3.2757587999999997,5.8399678,2.2707877,5.279657899999999,1.490729
COG6,1.3632336,3.645895,2.504337,14.416372,3.7361117,2.924985,2.2026095999999997,4.718194
COG7,2.5634285,3.9947939999999997,4.065811,2.8993571,4.6092992,1.8756448000000003,2.4522452,4.726826
COG8,1.29104,2.096277,1.4413063999999998,1.5265346000000002,1.701122,0.9677880000000001,2.0852600000000003,2.1347172
COIL,0.656301,2.0089599999999996,1.16783,1.70312,1.8764254999999999,0.7319140000000001,1.2871,2.6210000000000004
COL10A1,2.90824500159133,7.104525799999999,7.41142,3.641787,7.53582,3.0506159999999998,6.854271,4.834624999999999
COL11A1,10.222426149999999,17.688090341,5.38118,3.588106,2.5228076,4.734478,18.15401860008046,22.538745199999997
COL12A1,15.07617700127012,5.733637800077084,4.2875236,2.270745371,6.342194789700001,20.835720173259997,14.321596999999999,23.105172500000002
COL14A1,1.4320528,4.4945239,1.3921183999999998,0.5361446,3.2555577999999996,1.76134432,3.58297885246,1.6482744
COL15A1,1.795776,7.03070522249,2.0806922086,1.7254356,14.776292599999998,1.9679334798020003,6.7868114,5.0263065
COL16A1,0.21508350000000004,1.927323,0.8200516999999999,0.5305658,1.0093466,2.6441533999999995,0.843117,1.6962396000000002
COL18A1,0.271609,2.0519703000000002,3.9840107999999996,0.3280234,3.6202257999999996,1.566497,0.7982309999999999,0.6655032000000001
COL1A1,47.3181284,71.835161,32.910912,19.3988361,97.4005212,275.4979883000001,46.180887,528.8463455000001
COL1A2,30.1658507,28.164592600000002,18.5837968,15.3049574,58.016739,126.65618860000001,38.995753,271.6179009
COL24A1,0.14892489999999997,0.07131599999999999,0.10805269999999999,0.25762962,0.6000181,2.3871919999999998,0.132824,1.9160004800000001
COL27A1,0.19530115999999997,0.9150469999999999,0.28906099999999996,0.2568798,0.96039264,1.9367818,0.7810747,1.9308113000000005
COL28A1,0.927366,2.4368233000000004,1.507956,1.5278226,0.9214734,0.5798682999999999,4.5904039999999995,3.2324194
COL2A1,0.0554178,16.935318000000002,1.529768,0.18587189999999998,0.15496829999999998,0.0335001,0.00368234,0.14363939999999997
COL3A1,20.485993999999998,79.51938200000001,21.738751,12.453763,101.502809,27.707897,45.625072,49.8164470215238
COL4A1,3.5805558,18.285593999999996,7.6337459,2.5115030000000003,40.561802,7.5101825,7.074365,6.9895502999999986
COL4A2,2.5126641000000003,15.461699999999999,5.619958499999999,2.9606941,37.1345871,12.812242,7.420635,6.617465600000001
COL4A5,0.6515089,4.0059251,1.1687863,0.08646720000000001,1.8216617000000002,0.1636943,0.81150072,4.653793
COL5A1,1.51695241,4.211019,1.296718,0.55550296,4.3859268,4.1537709,1.8061143000000002,7.381179299999999
COL5A2,0.9108050000000001,3.321952,1.5163567,0.736655,4.5395658,3.0137159999999996,2.5246869999999997,8.285333
COL6A1,5.193320999999999,46.651482,12.09442,10.51684,45.68571,22.402101299999998,40.55765,23.2202335
COL6A2,1.6602303,11.956651,5.010389,1.4502469,15.844957,1.7474216999999999,9.526512,6.035088000000001
COL6A3,10.54483292,28.886080450999998,6.1322327,6.637796,30.2340118,15.995657000000001,23.7597434,13.849381410089999
COL8A1,15.490313000000002,18.512866,5.529752,13.473452000000002,6.0099468,24.006761,40.632504,13.543177
COL9A2,0.197212,2.885046,27.003389000000002,1.1143206,19.590861999999998,7.198563399999999,1.0418501999999998,0.5584324099999999
COLCA1,14.366413999999999,31.88904,27.88605,4.7418624,7.9636974,1.0133434,8.69713294,13.444537200000003
COLEC12,3.2886382999999997,4.3104130000000005,4.151,4.2756867,4.444236,4.373675,6.486077,11.168050999999998
COLGALT1,2.565333,3.8035870000000003,2.588387,1.6312440000000001,4.335165,3.821143,3.882786,3.329561
COMMD1,1.264709,2.87127,5.584044,3.3688507999999997,3.7063394999999995,4.5918879,4.283176203930281,4.50239709
COMMD10,1.3871626,2.2009399999999997,3.3989810225666,2.880237942,2.9228959999999997,3.3406118,2.3923889999999997,3.088253
COMMD2,1.3216309999999998,8.6018921,6.519505,4.7716190236112,6.072253000000001,0.9991519999999999,3.8233405,5.6388549999999995
COMMD3,2.67605869249,13.265644,10.535112999999999,4.9537375,4.6367601,1.533205,6.14648862,4.16532
COMMD4,0.7540637,5.913126999999999,2.645619,1.4714999,2.1082919,0.21717260000000002,1.5589029198509432,1.8350521899999999
COMMD5,0.9958241,4.6023309999999995,3.1140563,0.8616142000000001,1.1580856,0.2029206,0.44276629999999995,1.7539920000000002
COMMD6,2.2470379,23.865577000000002,4.255112,3.864158,7.6536135,1.62567708,4.7353188,7.3938301
COMMD7,1.3730530695473,4.459396,4.8153999999999995,5.221706,4.026005,0.9451446,3.482418,6.497726
COMMD9,1.0758592,2.7499699,2.7885195,0.957419,2.7746924,0.5099779,2.9828,1.234544
COMT,0.8084918999999999,12.982770499999999,11.246701000000002,7.2187185,11.559706,1.4655141031769199,10.100544300000001,2.5938035
COMTD1,5.052223000000001,3.573787,1.6540755,2.0706241999999997,15.578267,0.164991,2.8994056,2.108734
COP1,1.5796923,4.9391810000000005,7.6072053,3.2431061000000003,3.541057999999999,3.4099619000000003,3.863055,4.451828
COPA,5.1176605,13.854921000000001,14.661758,12.944208,13.7432259,10.941097000000001,10.2609916,15.707756
COPB1,8.4724764,13.146619,19.0509172,24.8841358,23.088567499999996,3.4772232,15.601556,26.304279
COPB2,8.234049699999998,28.344849899999996,45.970119,59.89465,36.26564700000001,12.2317438,18.540594000000002,21.215234600000002
COPE,2.3934994,8.591750000000001,8.170035400000002,5.8964505771199995,7.7099222,0.44527289999999997,4.28965540807331,2.5026082000000005
COPG1,0.9475227,3.9458343879999997,4.8609876683,7.715978999999999,4.787278,1.175435,4.238832400000001,2.899610095034
COPG2,1.3287063999999997,1.774064,2.2378959999999997,2.273349,2.459041,0.850864,0.902956,2.399586
COPS2,2.8613044,2.3489320000000005,1.9546617000000002,3.8057615,3.689115,0.374300237,4.262939,5.322039
COPS3,4.0298168,8.53553,5.687445440000001,3.790245913364,4.889450399999999,3.823680263585,7.3643573,6.964676469999999
COPS4,1.4775678,13.1152347,5.5711159,5.756514200000001,7.4470393,1.398023,4.9107632,8.679634300000002
COPS5,4.361094499999999,22.795786999999997,22.1346294,6.1897816,10.951519600000001,1.16758538,8.3858755,12.891226899999998
COPS6,6.0551152,17.519015,6.800103099999999,6.0991624,5.773354,1.4178823299999999,3.6214876,10.283362999999998
COPS7A,1.7790719130000001,6.471986,6.5661685,4.76665679675,3.1323051999999993,1.6489591999999997,2.72632503,4.09698290225969
COPS7B,1.84063434,2.2155074,5.36153648223961,1.8571506,5.0916366706027,3.7562245999999995,2.0499144,6.1227555
COPS8,0.9047708,2.9364898000000004,2.065508,1.672544,2.9612900000000004,0.5676674,2.9923480000000002,2.6190679999999995
COPS9,2.837895,17.760857,20.526991700000004,5.050113700000001,15.2208933,3.6664717,7.5857217,8.6191213
COPZ1,8.6698765,14.067882999999998,10.245166200000002,6.549981300000001,10.6040873,2.6282354000000003,6.4072719000000005,7.866058
COQ10A,0.8593341050240001,2.372785,0.889336,1.142578,1.085311,1.3416108,0.8875174,2.4203113000000003
COQ10B,1.4271802,2.158566,2.4037789999999997,1.1584487,4.429952,0.596767,2.157094,2.3076840000000005
COQ2,0.7511099999999999,5.07113,1.9372049,1.3294005000000002,3.9712196000000004,2.4066742999999997,1.5619039,2.4343369000000004
COQ4,3.1793401,3.919664,6.178424800000001,3.6256172,5.9991323,1.1149106,1.972124,3.8208956
COQ6,1.0897522,3.3801404999999995,3.0671340999999996,3.3922718,2.25892671,1.4019611499999998,2.1498461641800004,2.6393362
COQ7,1.164279,4.364696,1.7082143,1.6261830000000002,2.8377126002201702,0.18814211000000003,1.8804078,2.0644970298
COQ8A,1.6346370000000001,2.554392,5.275030999999999,1.7372124999999998,1.6163429,0.7137319,1.9353834799999998,2.8738213999999997
COQ9,2.1422299000000002,2.78115386,1.2244542999999999,1.8507714000000002,2.2127495,1.1588076,1.8263035999999997,3.5298108
CORIN,0.6749693000000001,0.28056580000000003,0.21675670000000002,0.56649,0.441044043963,0.2110525,0.43888819999999995,0.8046174
CORO1B,0.58639425,2.4818534999999997,2.4850553499999997,3.246693,4.1225594999999995,0.150313,1.5356036,1.3437613
CORO1C,1.8149853,3.307876,2.7497441453566,1.1254060000000001,5.051673500000001,3.7489734002212454,3.8567306999999995,4.893792100000001
CORO2A,2.1811919,0.709225,1.3972911000000001,1.27311,1.19407,0.346395,0.7251529999999999,1.07108
COTL1,2.867762,5.769671000000001,8.012646,3.2767242000000003,3.3075787,1.3259881,3.6950260000000004,2.6735002999999997
COX10,0.46448599999999995,1.513415,0.702977,0.558163,1.018161,0.6696061,1.400231,1.6493240000000002
COX10-AS1,1.805236,5.252269,2.4316808,2.1631499,2.4268873,1.866391,3.9541862,4.26271022
COX11,5.48651078454,22.239874,14.911992999999999,12.355033,15.4595668,4.953131699999999,12.922148,28.804608599999998
COX14,1.720378,14.179089999999999,10.88551,4.058589,7.181058999999999,0.10715050000000001,3.8441140999999996,5.896084
COX15,7.26221,6.38584,4.79997,5.11857,4.59741,4.614763,4.64217,5.25728
COX16,3.542926,24.418929,8.109059,9.33501,5.64442,4.60771,2.355773,4.152796
COX17,6.0098495,6.7034270000000005,18.844311,10.932780000000001,7.671989799999999,0.6414243999999999,5.237486500000001,5.973557
COX18,0.8259960000000001,3.364258,1.64213,1.0082148,2.9462439999999996,0.841136,1.5374899999999998,1.9670709999999998
COX19,1.2458571,1.6880709999999999,1.6862489999999999,1.1584819999999998,1.1611570000000002,0.3776136,1.161154,3.178381
COX20,3.4976260000000003,10.80847,12.139375,7.455019999999999,6.985923,2.4095124,13.60013,22.118290000000002
COX4I1,19.2223136,55.923757,30.606369099999995,31.183495899999997,37.274065799999995,5.025802299999999,11.545542099999999,35.78336390000001
COX5A,19.843514999999996,36.093513,22.721646999999997,33.589324,43.199083,0.648313,16.247399,31.499041
COX5B,4.251647,9.067303,18.220019,5.241127,9.291501,2.234251,3.983221,5.7890116565
COX6A1,33.628743,126.496104,111.822752,15.464110999999999,86.19624300000001,6.777010000000001,28.772337,65.177213
COX6B1,2.8822400000000004,10.2513,2.684521,10.366628,0.675872257,2.03641,1.829304,3.3503760000000002
COX6C,85.50289310000001,140.56576900000005,123.406382,21.507284200000004,41.00436859999999,3.7881632691705,25.314225000000004,44.122772000000005
COX7A2,8.5619231,48.54217500000001,32.541498,15.999021999999998,13.839465,2.1045967,7.848612999999999,12.908276
COX7A2L,3.951697,8.008345,14.8446876,8.357679000000001,8.110395,1.0639318,1.6095913999999998,6.2999219
COX7B,3.2965100000000005,10.46515,5.41322,1.752497,7.6490100000000005,2.4316940000000002,3.54698,5.14481
COX7C,49.1382016,62.83400860077,96.137952,66.91839379999999,97.038987,9.4829848,37.311114999999994,70.43375950000001
COX8A,9.27374,89.5042,56.4815,14.7218,57.8613,3.0384900000000004,12.8556,30.201
CP,1.5491276999999999,6.064079200000001,0.3345974,0.36702156,37.688379000000005,3.7744928000000004,6.8140573,1.7108562999999999
CPA3,5.566280000000001,0.408006,5.410489999999999,7.297609999999999,2.790622,1.1007419999999999,6.7407,1.112294
CPAMD8,0.3691508,1.2412664,1.6065887000000003,1.51334344,2.8467310799999996,0.790114,1.5901842999999998,1.2787593
CPB2,0.053254499999999996,0.0,0.45964700000000003,0.34644400000000003,0.12667,0.00810707,0.204355,0.0911423
CPB2-AS1,0.4514421,0.33268130000000007,2.2957019000000005,0.56475129,0.53038659,0.3250773,0.8532744,0.651941
CPD,3.8751400999999994,13.531179999999999,9.554362,8.2457981,8.0994329,3.1740519999999997,9.452814,15.05426
CPE,2.422675,28.00414,5.531757,3.6994189,8.007149000000002,5.2043857,28.583869000000004,41.646809999999995
CPEB3,0.6305129999999999,0.1196721,1.0359737,0.9019400000000001,0.5437398,0.19549730000000004,0.3345657,0.49081
CPEB4,4.961876999999999,5.30874,12.449394,3.3484450192,11.629570000000001,2.40803,4.51682100305886,6.330827999999999
CPED1,0.612911,4.577482699999999,0.8953049999999999,0.9242136000000001,61.761646999999996,18.411355099999998,2.5798092,2.2119347
CPLANE1,3.0792306999999997,7.095637000000001,12.802051370000001,6.197609,5.555549740000001,6.3745719,6.0368852,10.319626099999999
CPLX3,0.0246485,0.0,0.115632,1.14355,0.112346,2.50767,0.100388,0.04949
CPM,0.9305884,2.3933318365,7.649609,1.8250662920000003,4.7209144461416,0.8318439,2.0621728001855937,2.3231186
CPN2,0.27268200000000004,0.8390340000000001,0.297687,0.25767399999999996,0.27850199999999997,1.01441,0.338307,0.791679
CPNE1,5.3406671,5.597340999999999,4.965744900000001,12.397050877399998,4.940010700000001,3.3957147001751005,5.939607343258101,13.02326665017069
CPNE2,0.879826,2.6083293,2.6642077,1.5778847,3.8765057,2.032095,1.6383055,1.3759576000000002
CPNE3,8.661174099999998,17.675276,32.18840900000001,11.848732,10.930788699999999,2.0411372,24.4001321,19.288137999999996
CPNE4,0.6384396,43.13731630000001,106.87233899999998,152.2503176,32.9414639,33.493415399999996,46.5526471,64.033737
CPNE8,1.3162266,0.6619440000000001,0.944156,0.3789909,3.7193362,1.6270652,1.8176403,1.0821878
CPPED1,1.264428,0.9333969999999999,1.2046871000000001,1.162586,2.245656,0.281668,2.8262090000000004,2.206598143133
CPQ,3.627346,4.112553,17.6385114,3.4917914999999997,8.2748426,2.9951997,7.349197900000001,16.140287500000003
CPS1,0.018830140000000002,0.1256712,0.025570199999999998,0.02480002,157.12032999999997,0.2394634,16.586559100000002,0.21697853
CPSF1,4.448439100000001,9.050097899999999,10.47643270485343,2.9177239,2.3658553,4.848102599999999,2.568924,4.6239741
CPSF2,3.2459549999999995,9.453508000000001,3.3765263,5.2481860000000005,4.763871999999999,2.0035629999999998,4.901818,5.3208003999999995
CPSF3,2.1595792,5.8504819999999995,5.0709110144725,3.7733411000000006,5.8800298,2.8633338999999998,3.3186991,4.727646
CPSF4,1.4726208,5.515929600000001,2.8015486999999997,1.6596932000000002,2.3107534999999997,1.53021957,2.1627216000000002,6.471590999999999
CPSF6,6.0815576,12.352069,10.359483,14.991530599999999,11.506637499999998,3.348102,9.585676000000001,24.311802
CPSF7,5.182420100000001,10.213894999999999,10.0747014,7.9912462,11.4023380955,5.7241135,6.5913963,13.498841160344698
CPT1A,2.0059527,4.731386,3.9201849999999996,4.2535818,12.305687,0.5356920000000001,3.135688107005,1.9525640000000002
CPT2,1.0116377,1.4623599999999999,3.2064315575099993,1.31522658406,2.7783860886446,0.75346533,0.7727615227,1.7190082465999998
CPVL,1.8681523999999998,2.597617,3.7578932000000007,1.4969142999999998,5.365779600000001,1.8154150000000002,1.8463473028256698,1.4424806000000001
CRACR2A,0.2524389,0.1795739,0.3245773,1.6548024000000001,1.52113904065,0.6961003,0.6490128,0.2968834
CRACR2B,0.7741463,2.479803,2.2914189,8.319433,0.7835098,3.8055413,2.1768263,0.6062986
CRADD,1.3599435999999998,2.8189787,4.3713900269049,3.7059866999999995,2.5269959999999996,2.4617894,3.6929436,4.3236121
CRAMP1,0.570625627265,1.871297,0.559464121869,0.4607939,0.970121,0.5064011557,1.2675417999999998,1.6744219999999999
CRAT,3.7439922,1.4917817,9.595208,5.313973999999999,6.3215319999999995,1.7212087999999999,1.9714832,1.4137222999999999
CRBN,3.3143746999999997,12.074243000000001,3.8604908005104956,5.641485675029999,7.587129000000001,3.493529032149999,5.569539000000001,9.882102999999999
CRCP,2.7797808,6.442778,7.082202,3.259693,2.4279753,1.4464059000000002,2.875413,2.6970302
CREB1,5.701925701391841,17.431001000000002,13.759768999999999,9.388311904735499,19.75889400346125,6.657589,11.693694077939698,18.568851898766
CREB3,1.321239,2.825829,2.61329,4.18322,10.15108,0.299748,1.8463880000000001,3.015201
CREB3L1,1.1840956999999999,26.872946,8.750957,13.130904000000001,14.782979000000001,9.723825,1.4156804,5.785159299999999
CREB3L2,10.174757,1.429753,5.52843,3.1596525,5.620820999999999,5.4767783,7.757658,4.490141
CREB3L4,2.2434582,6.762475223239999,14.366282,14.168961200000002,16.1374544,1.2496580000000002,7.1709922,5.6779399999999995
CREB5,0.719089,1.6014042,1.4710482000000003,0.37002599999999997,2.0567352,0.24015452999999998,6.580810700000001,1.4562103
CREBBP,19.114348,16.671059,9.184592,10.995101300000002,19.8999979,10.275049641999999,17.8943143,35.961668
CREBL2,1.5615700000000001,2.5974440000000003,1.20049,1.8947900000000002,1.813357,0.18099200000000001,1.7578495,1.7216461
CREBRF,2.1676029999999997,1.134927,4.895918999999999,3.9066099999999997,4.710005100000001,1.3778830000000002,3.3122040999999998,2.9110782000000004
CREBZF,2.901000257572,7.265584,6.5139698,4.052524999999999,4.588355,1.8640176999999998,3.295052,5.831294605020001
CREG1,14.4231,11.7468,10.6248,13.320583000000001,17.2974667,3.7013300000000005,10.2434,20.7771119
CRELD1,2.0070805,4.215929999999999,4.7497679999999995,3.745826,2.6033463,1.3415295,3.7437579999999997,5.508808200000001
CRELD2,2.2766556999999996,5.8329249999999995,4.8816647,3.3689484000000003,3.637886,3.615749,4.423400200000001,1.531588098384
CREM,2.82958984181,10.093839,4.7689178000000005,1.93813860968175,5.413355629600001,1.8192742029999998,3.3620529111999997,6.691578650147237
CRIM1,2.0128702,1.530915,2.542405,0.6692373,2.5259042999999997,3.4203959999999998,3.4947830000000004,2.1996368000000004
CRIP2,0.7259867300000001,2.461862,8.370140600000001,2.1428084000000003,3.6916454999999995,0.864743,1.0210979,1.250602528
CRIPT,0.37604299999999996,1.375611,1.6004200000000002,1.5399280000000002,2.068901,0.949926,1.8537890000000001,2.241632
CRISP3,25.46434,0.1306644,6.5178899999999995,1.666478,0.6840999999999999,0.255497200371347,0.5022733,1.3445580000000001
CRISPLD1,0.7100806,14.364813,27.894443000000003,2.0797166,1.2526704,0.5949174,6.213814,2.112745132559
CRISPLD2,0.9823647,3.617307,2.6179045999999997,1.8394399,3.8445775000000006,1.0535903999999998,2.2745230000000003,2.4339564000000005
CRK,1.332264,3.927223,5.712325999999999,3.9695750000000003,3.384952,1.324017,2.074217,3.9837650000000004
CRKL,1.882546,4.029233,2.4766,1.7745839,3.24242,0.8481277656,2.2974889000000003,2.63333
CRLF3,5.9370944,7.7490239999999995,9.365504,7.922588,5.912726,3.82891,11.814643,12.765716
CRLS1,5.329789399999999,14.030576,6.744519400000001,7.138011499999999,11.704619,1.1795635999999998,3.4623619999999997,8.9318103
CRMP1,0.7714456000000001,0.358777,1.209858,0.35227390000000003,1.009154,3.987222,1.459014,1.5927
CRNDE,1.59293758,7.798236299999999,3.3606094,4.388675107999999,4.50853939874,1.8437968000000002,3.4265707,6.858033400000001
CRNKL1,2.2743335035,2.4481210057,3.2562806816000003,3.4328314076999997,3.5308673996,1.0231009983,2.113856139,3.16468358156
CROCC,0.5458598,1.4084029,1.2143751,0.6887965,0.8392942,0.522243,0.9101629,1.23735718
CROCCP2,0.53006,3.9674164,1.427609,1.2334634000000002,1.1681025,0.9488416000000001,1.3432012,2.2221287
CROCCP3,0.235997,0.608905,0.9715708999999999,0.3775253,0.72299444,0.35026100000000004,1.6761648,1.013576
CROT,1.7059162,10.235017,8.1614223,1.7804265000000001,4.051145600000001,1.5403297999999999,7.191037,19.214525
CRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162701
CRTAP,5.19148,7.297750000000001,1.013027,4.9967500000000005,9.214,1.9485299999999999,4.625134,9.68493
CRTC2,1.500953,3.4825792,8.219018,3.5472629999999996,9.08386,2.7988733,4.557795,9.4741217
CRTC3,3.4683496,4.308578000000001,3.1332684000000004,2.4528409,2.4546706,2.43425,5.9395612,8.1137715
CRY1,0.428293,3.6106039999999995,3.064356,0.737106,4.209269600000001,0.34547429999999996,1.3603523,2.505906
CRY2,1.043637,3.7866530000000003,1.476175,3.382912,2.067635,0.10606750000000001,1.5231499999999998,2.5249804840000003
CRYAB,1.8868641,1.109585,4.087941536300001,0.6565599799999999,1.5334973,2.2920533,8.0808971,1.7870948
CRYBB2P1,3.4869044000000002,9.263552,4.53243,3.7650240000000004,4.9035079999999995,2.4721875,4.088357,6.8126111
CRYBG1,0.30128900000000003,6.612379,3.2638740000000004,0.743098,0.402321,0.597248,0.8847919999999999,4.001864
CRYBG3,0.6315350000000001,3.6480270000000004,3.64565,0.785552,1.79138,0.686629,1.73152,1.5795418
CRYZ,0.8753466000000001,3.11303,1.507497,2.020705,1.6756171,0.3786537,2.7854291,4.256499
CRYZL1,3.055914429,9.204269400000003,6.411444099999999,5.385136000000001,4.257976900260907,1.9099671800000002,4.2413665588364,8.9735992
CRYZL2P,2.2444800000000003,6.704798,6.246651999999999,0.587531,1.571764,1.186382,2.8197309,3.4746370000000004
CS,17.1299162,17.062968,14.994106605241582,19.411317099999998,17.307876100635735,7.664765418639802,11.00768548,29.0929814
CSAD,3.0049597,2.1908674,5.180098,1.8071096799999997,3.9888123619999996,1.213284736395711,2.5425350000000004,4.769139999999999
CSDE1,13.363209000000001,13.810168106223502,33.8352097024,31.694290000051325,17.862502648,8.517878999999999,24.950149200000006,49.222696055511996
CSE1L,11.159251,14.354977,25.046501,11.503119000000002,12.029492000000001,3.4580412000000003,7.142968,13.447319
CSF1R,2.7141960999999997,5.9437370000000005,3.0501667999999995,2.6574061,10.9041038,2.5027119,9.845562600000001,12.832556999999998
CSF3R,1.1390648,1.344182879,2.4269939000000003,0.37734920000000005,1.010685,0.8484669,1.5265178000000001,2.1978991839999997
CSGALNACT1,0.7399976,2.4306356,3.9678863,8.2519629,4.1307621999999995,4.3781288,1.7892364,2.69420251054
CSGALNACT2,0.9684459999999999,0.8915540000000001,1.88209,1.1357700000000002,3.3329400000000002,0.296942,1.26478,2.11251
CSK,0.5639922999999999,1.668831,1.3998607,1.24962734,0.9448468000000001,0.23764860000000002,0.8253423999999999,1.3331227
CSKMT,2.460569,7.77341,6.8696850000000005,3.5080967000000003,3.1905479999999997,0.413611,3.9356323,3.243004
CSMD1,0.08320939999999999,0.18176335999999998,0.2020161,0.07280625,0.024020430000000002,0.026034699999999997,0.2812728,0.0906925
CSNK1A1,8.650234000000001,26.349928,48.807536000000006,28.214157300000004,56.493533,8.0680977701836,17.301279,46.324333
CSNK1D,2.46340500282413,4.6265935,5.1651282,8.9353557,11.2033811,2.2511131808,7.836321120500001,9.33128531534571
CSNK1E,3.7812245000000004,8.967164,5.99949548,3.6827869,8.127361099999998,3.0577867,7.8170796,5.796797000000001
CSNK1G3,3.0389038,2.3737223,4.482098,3.6504354328,5.269876299999999,1.5621439000000001,3.3658099999999997,8.071318
CSNK2A1,5.5463457,10.122859,10.093086000000001,14.79212,12.896562999999997,6.081716000000001,7.797180000000001,14.958537999999999
CSNK2A2,5.531695999999999,6.700272,4.96399,6.053031000000001,6.582050000000001,3.696174,4.368766,10.267161000000002
CSPG4,0.0640682,0.514691,0.249739,0.0570875,1.81095,1.0178200000000002,0.31100700000000003,0.314304
CSPG4P12,0.25874899999999995,1.18089,0.448925,0.49773596000000003,0.5998719,0.186853,0.719945,1.097661
CSPP1,3.9044709999999996,8.0148913,6.495622,1.8976157999999999,3.4317845,2.8360236,4.1673991,4.868124
CSRNP2,0.6774222999999999,7.577874,3.0839308999999995,2.1762696,3.722824,1.271212,4.0650952,4.308642
CSRP1,2.1361461999999998,3.5717167000000005,6.729121,2.7600651000000003,4.7829028000000005,1.1083455,2.6694667,2.7730246999999997
CSRP2,0.7462685,2.948095,8.221534,0.85601,1.3317180000000002,0.9976400000000001,3.370638,1.9286160182785
CST3,3.29072,18.99385,13.388342000000002,20.899502,33.400444,8.024718,10.330586,36.255207
CST4,0.0,0.0,0.11979000000000001,0.106973,0.0,0.08337289999999999,0.0,0.0
CSTB,3.9342349999999997,5.04597,9.228725,5.428561999999999,4.611485,2.2916510000000003,3.5388690000000005,4.568268
CSTF1,3.9916062,6.723291,9.681452,5.759101,8.327429,1.263857,2.663283,7.294485000000001
CSTF2,0.45143,2.409056,0.541457,0.479435,1.147127,0.10093400000000001,0.5160005,1.0198067000000002
CSTF2T,0.930383,0.851807,0.505679,0.740412,1.2562799999999998,0.15872,0.933053,0.8583649999999999
